text_id,annotation_id,plan,secret,avg_confidence,all_plan,all_secret,page_id,text
46,llm_47,"['premeditated act || active terrorism by a state against the world', 'murder || active terrorism', 'murder || active terrorism', 'premeditated act']","['premeditated', 'premeditated', 'premeditated', 'premeditated']",0.875,1,1,154,"Dr. David Martin: COVID-19 – A Premeditated Act

“Coronavirus, COVID-19. The whole thing was premeditated. It was murder. It was active terrorism by a state against the world. Let's call it what it is.”

https://rumble.com/v2vz9d4-dr.-david-martin-covid-19-a-premeditated-act.html

@UngaTheGreat"
2603,llm_2604,"['The Committee of 300', ""The Committee of 300 & the United Nation Organization's Treasury Certificate"", ""The Committee of 300 & the United Nation Organization's Treasury Certificate"", 'The Committee of 300']","['The Committee of 300', 'LYING', 'LYING', 'The Committee of 300']",0.85,1,1,155,"WHY THEY ARE STILL LYING...

🔥 The Committee of 300 & the United Nation Organization’s Treasury Certificate

@GESARAandNESARA
-->>>>
https://rumble.com/v1mxu8u-the-committee-of-300-and-the-united-nation-organizations-treasury-certifica.html"
413,llm_414,"['control the people with graphene oxyde and EMF || People becoming zombies, drones, bots', 'control the people with graphene oxyde and EMF', 'control the people with graphene oxyde and EMF', 'control the people with graphene oxyde and EMF || People becoming zombies, drones, bots']","['Plandemic Secrets', 'secret', 'secret', nan]",0.85,1,0,156,"How they want to control the people with graphene oxyde and EMF. People becoming zombies, drones, bots.

Please Share The World!
🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍
💥JOIN US FOR AWAKENING NEWS: 
👉 https://t.me/greatawakeningworld
🔗Globalists & Plandemic Secrets Here: https://greatawakening.world"
2259,llm_2260,"['CDC ADMITS ONCE AND FOR ALL IT HAS NO BASIS FOR ITS CLAIM THAT COVID-19 VACCINES DO NOT CAUSE VARIANTS', 'cause variants', 'cause variants', 'CDC ADMITS ONCE AND FOR ALL IT HAS NO BASIS FOR ITS CLAIM THAT COVID-19 VACCINES DO NOT CAUSE VARIANTS']","['ADMITS ONCE AND FOR ALL', 'no basis', 'no basis', 'admits']",0.85,1,1,157,"CDC ADMITS ONCE AND FOR ALL IT HAS NO BASIS FOR ITS CLAIM THAT COVID-19 VACCINES DO NOT CAUSE VARIANTS

https://icandecide.org/press-release/cdc-admits-once-and-for-all-it-has-no-basis-for-its-claim-that-covid-19-vaccines-do-not-cause-variants/

Join @DrDavidMartin"
2463,llm_2464,"['Nord Stream attacks', 'Nord Stream sabotage', 'Nord Stream sabotage', 'Nord Stream attacks']","['covering up the evidence', 'covering up evidence', 'covering up evidence', 'covering up the evidence']",0.85,1,1,158,"🗣 Chairman of the State Duma of the Russian Federation Vyacheslav Volodin

💬 Two years ago today the Nord Stream attacks took place.

💬 The investigations of Germany, Denmark and Switzerland have not yielded any concrete results. Our country was not allowed to access the information needed to investigate the case , the process was dragged out to the maximum with the aim of covering up the evidence. The details have still not been revealed. Almost all of Russia's requests have been rejected.

💬 There is no trust in such investigations.

💬 Germany was hit hardest, its economy slipped into recession, GDP decreased, production patterns were disrupted, industrial production shrank, the number of bankruptcies reached a record high in the last decade. Gas became 84% more expensive for German citizens than before.

💬 I am convinced that the masterminds and perpetrators of the Nord Stream sabotage must be held accountable.

💬 There is no statute of limitations here.
RusBotschaft
#Wolodin #NordStream

https://t.me/GESARAandNESARA/15500

MORE BACKGROUNDS 
--->>>
https://t.me/GESARAandNESARA/14625"
781,llm_782,"[""US seeks to open new port 200km from China's island province of Taiwan || US is sending military aid to Taiwan usually reserved for nation-states || US ACE doctrine"", ""open new port 200km from China's island province of Taiwan || sending military aid to Taiwan"", ""open new port 200km from China's island province of Taiwan || sending military aid to Taiwan"", ""US seeks to open new port 200km from China's island province of Taiwan || US is sending military aid to Taiwan usually reserved for nation-states || US 'ACE' doctrine""]","[""undermining the US' own One China policy"", ""undermining the US' own 'One China' policy"", ""undermining the US' own 'One China' policy"", ""undermining the US' own 'One China' policy""]",0.85,1,1,159,"🎙🇺🇸🇨🇳 INTERVIEW: US' Creeping Military Presence Along China's Periphery 

- US seeks to open new port 200km from China's island province of Taiwan; 

- US is sending military aid to Taiwan usually reserved for nation-states, undermining the US' own ""One China"" policy; 

- US ""ACE"" doctrine (agile combat employment) seeks to take centralized US air bases in the region, and distribute arms, aircraft and personnel across small airfields to make it more difficult for adversaries (China) to target/destroy US military assets if/when the US provokes war with China; 

- The US is using nations in the region, including the Philippines, as proxies against China similar to how the US is using Ukraine against Russia;"
6,llm_7,"['Who did Jeffrey Epstein work for', 'sin by silence', 'sin by silence', 'Who did Jeffrey Epstein work for']","[""Who won't ask this question"", 'silent', 'silent', 'SILENT']",0.85,1,1,160,"Who did Jeffrey Epstein work for?

Who won't ask this question?

Ben Shapiro - SILENT
Charlie Kirk - SILENT
Laura Loomer - SILENT
Benny Johnson - SILENT
Tom Fitton - SILENT
Jordan Peterson - SILENT
Matt Walsh - SILENT
Ezra Levant - SILENT
Alx - SILENT
Libs of TikTok - SILENT
Jack Posobiec - SILENT
Steven Crowder - SILENT
Dan Bongino - SILENT
Tom Fitton - SILENT

To sin by silence, when we should protest, makes cowards out of men.

Join: GhostEzra"
867,llm_868,"['underground tunnels and deep bases || TUNNELS/ BUNKERS/ UNDERGROUND INSTALLATIONS WORLDWIDE', 'Military Rescues Tortured Children From Tunnels Beneath Capitol Hill', 'Military rescues tortured children', 'underground tunnels and deep bases']","['The Secrets Beneath the Capitol Building', 'underground tunnels and deep bases', 'underground tunnels and deep bases', 'The Secrets Beneath the Capitol Building']",0.85,1,1,161,"The Secrets Beneath the Capitol Building:
Exposing the intriguing world of
underground tunnels and deep bases - from
Washington DC to Denver International Airport to all under the Earth.. 

FLASHBACK 

ARMY MANUAL 2019 - MORE THAN 500 MILLION! TUNNELS/ BUNKERS/ UNDERGROUND INSTALLATIONS WORLDWIDE - 

For all COMPLAINING ""PUSSIES"" WHY ITS TAKING THAT LONG.. YOU NEVER EVER PAID ANY ATTENTION TO SAVE OUR CHILDREN...

IF YOU CANT WAIT.. PLEASE CONTACT YOUR NEXT RECRUITMENT CENTER AND GO UNDERGROUND 

THE INVISIBLE WAR - Arrested as Military Rescues Tortured Children From Tunnels Beneath Capitol Hill
--->>>
https://t.me/DUMBSandUnderground/57615

More BACKGROUNDS 
--->>>
https://t.me/DUMBSandUnderground/43094

⚔ THE INVISIBLE WAR ⚔ UNDERGROUND CLEANOUT #HERQZ
--->>>
https://rumble.com/v2ai276--underground-invisible-war-underground-cleanout-heros.html

K9 TRIBUTE
--->>>
https://t.me/DUMBSandUnderground/56524

UNDERGROUND WARFARE U.S ARMY PROGRAM
--->>>
https://t.me/DUMBSandUnderground/53241

PUT ON THE FULL ARMOR OF GOD
--->>>
https://t.me/SpaceForceGalacticFederation/35416
------------------------------------
⚔THE INVISIBLE WAR⚔ in
@DUMBSandUNDERGROUND
@DUMBSandCLONING
🍕 SAVE OUR CHILDREN and
@EXPOSEthePEDOSendOfTheCABAL
------------------------------------"
1931,llm_1932,"['Close alliances with major corporations in the military-industrial complex || Promotion of corporatism, favoring big businesses and industrial interests || Neoliberal policies benefiting certain corporations and business elites || Cooperation with Zaibatsu conglomerates to support the war effort', 'Close alliances with major corporations', 'Close alliances with major corporations || Promotion of corporatism || Cooperation with Zaibatsu conglomerates', 'Close alliances with major corporations in the military-industrial complex || Promotion of corporatism, favoring big businesses and industrial interests || Neoliberal policies benefiting certain corporations and business elites || Cooperation with Zaibatsu conglomerates to support the war effort']","[nan, 'Close alliances', 'Close alliances', nan]",0.85,1,0,162,"ChatGPT: What are historical examples of fascist governments merging with corporations?

1. Nazi Germany: Close alliances with major corporations in the military-industrial complex, granting them privileges and support for the war effort.

2. Fascist Italy: Promotion of corporatism, favoring big businesses and industrial interests.

3. Franco's Spain: A corporatist system granting business and financial sectors significant influence.

4. Pinochet's Chile: Neoliberal policies benefiting certain corporations and business elites.

5. Imperial Japan: Cooperation with Zaibatsu conglomerates to support the war effort.

https://twitter.com/KanekoaTheGreat/status/1682172509041590272

@KanekoaTheGreat"
721,llm_722,"['inject Remdesivir into patients with COVID', 'inject Remdesivir into patients with COVID', 'inject Remdesivir into patients with COVID', 'inject Remdesivir into patients with COVID']","['we knew we were going to kill people', 'we knew we were going to kill people', 'we knew we were going to kill people', 'made the decision that we should inject Remdesivir into patients with COVID']",0.85,1,1,163,"We (They) Murdered People With Remdesivir

""When Anthony Fauci, Ralph Baric, Peter Daszak, and others made the decision that we should inject Remdesivir into patients with COVID. We knew we were going to kill people.  That's premeditated murder... we knew we were going to do it.""

https://twitter.com/drdmartinworld/status/1659648084488355840?s=46&t=G8osZoHuXTQhHbGFJD4WZg

@DrDMartinWorld"
2237,llm_2238,"['Governments spying on Apple, Google users through push notifications', 'spying on Apple, Google users', 'spying on Apple, Google users', 'Governments spying on Apple, Google users through push notifications']","['spying', 'secretly', 'secretly', 'spying']",0.85,1,1,164,"Governments spying on Apple, Google users through push notifications -US senator (🔥 Score: 164+ in 1 hour)

Link: https://readhacker.news/s/5VuyD
Comments: https://readhacker.news/c/5VuyD"
2605,llm_2606,"['Covid shots will be found to cause vaccine injuries and long Covid || cause severe vaccine injuries, turbo cancer and sudden death', 'cause vaccine injuries and long Covid', 'Covid shots will be found to cause vaccine injuries and long Covid', 'Covid shots will be found to cause vaccine injuries and long Covid || cause severe vaccine injuries, turbo cancer and sudden death']","['before the shots came out', 'not only causes severe vaccine injuries, turbo cancer and sudden death', 'They will probably never leave normal lives', nan]",0.85,1,0,165,"One of the last things I said on Facebook and Instagram before they banned me was that the Covid shots will be found to cause vaccine injuries and long Covid. We told people that before the shots came out.

Now, it is a proven fact that covid jobs not only causes severe vaccine injuries , turbo cancer and sudden death, but they also caused long 

The parents of my God children in LA don’t believe in vaccine injury but they very much believe in long Covid. 

Now they aren’t surprised that their children, my own godchildren are autistic and extremely sick because they got all the shots including countless Covid shots for each of them. 

Very sad and I feel sorry for the kids. They will probably never leave normal lives. 

Thanks a lot mom and dad. And yes. I think my many  years of being a godmother and giving them hundreds of thousands, for college education etc., is probably over but sadly Their parents will never see the light of what they have done to them. They have caused them permanent damage.

https://www.science.org/content/article/rare-link-between-coronavirus-vaccines-and-long-covid-illness-starts-gain-acceptance"
1942,llm_1943,"['control the Earth || harm humans, especially children', 'sacrificing his/ her life fighting these pur evil adrenochrome junkies', 'SAVE OUR CHILDREN', 'control the Earth || harm children']","['THE INVISIBLE WAR', 'adrenochrome junkies', 'THEY CONTROLLED the EARTH as PRISON PLANET', 'Reptilian Agenda']",0.85,1,1,166,"VIDEO: As news spreads about the death of Jacob Rothchild, footage has emerged showing his final moments as he is seen surrounded by Klaus Schwab, George Soros and his Globalist friends in the World Economic Forum who look on tenderly #JFK_TV

IF YOU ARE STILL THINKING REPTOS ARE NOT REAL, PLEASE SIGN UP AT YOUR NEXT RECRUITMENT CENTER TO GET YOUR TRAINING FIGHTING THESE PUR EVIL BASTARDS IN THE UNDERGROUND...

PRAY FOR EVERY SINGLE WARRIOR WHO IS SACREFCIING HIS/ HER LIFE FIGHTING THESE PUR EVIL ADRENOCHROME JUNKIES - 

TO SAVE OUR CHILDREN IS PRIO NUMBER 1 as THEY PREFER THE YOUNGER THE BETTER!!

YOUR IGNORANCE IS THEIR POWER! SO STOP BEING IGNORANT AND START TO PAY ATTENTION!!!

🦎 REPTOS, LIZARDS and SHAPESHIFTERS
--->>>
https://rumble.com/v2vwjv0--reptos-lizards-and-shapeshifters.html

⚡️ The Reptilian Agenda explained - THEY CONTROLLED the EARTH as PRISON PLANET
--->>>
https://rumble.com/v2xogw8-the-reptilian-agenda-explained.html

🔥 These Reptilian Overlords are Extra-terrestrial, Interdimensional, and Subterranean
--->>>
https://rumble.com/v2xtae6-these-reptilian-overlords-are-extra-terrestrial-interdimensional-and-subter.html

Regarding REPTOS, 
we @DUMBSandUNDERGROUND recommend our partner channel, many Videos about the Reptos and more
--->>>
https://rumble.com/c/ReptoTV

------------------------------------
⚔THE INVISIBLE WAR⚔ in
@DUMBSandUNDERGROUND
@DUMBSandCLONING
🍕 SAVE OUR CHILDREN and
@EXPOSEthePEDOSendOfTheCABAL"
1806,llm_1807,"['Massive Alleged AT&T Data Breach', 'Massive Alleged AT&T Data Breach', 'Massive Alleged AT&T Data Breach', 'Massive Alleged AT&T Data Breach']","['alleged', 'alleged', 'alleged', 'alleged']",0.85,1,1,167,"Inside the Massive Alleged AT&T Data Breach (Score: 150+ in 8 hours)

Link: https://readhacker.news/s/64nLL
Comments: https://readhacker.news/c/64nLL"
1770,llm_1771,"['Overturn the 2020 election || cheat like always', 'Overturn the 2020 election', 'Overturn the 2020 election', 'Overturn the 2020 election || cheat like always']","[nan, 'they will cheat like always', 'they will cheat like always', nan]",0.85,1,0,168,"Overturn the 2020 election and none of this will happen. Write his name in then, but it won’t matter, they will cheat like always.

@TikTokNews45"
2023,llm_2024,"['FEMA works for Israel Jews', 'ARREST THEM ALL NOW', 'ARREST THEM ALL NOW', 'FEMA works for Israel Jews']","[nan, 'corrupt', 'corrupt', nan]",0.85,1,0,169,"FEMA works for Israel Jews! They were there every disasters. 911, Miami Building Collapse, Hurricanes, etc. They are corrupt! ARREST THEM ALL NOW! EVIL ISRAEL ZIONIST JEWS TOO. NOW! NOW! NOW!"
2011,llm_2012,"['experimental covid-19 ‘vaccines’ have caused extreme suffering and loss', 'caused extreme suffering and loss', 'Iatrogenic C19 ‘Vaccine’ Injury', 'experimental covid-19 ‘vaccines’ have caused extreme suffering and loss']","['dances to the tune of Big Pharma and a small cabal of billionaires with massive vested interests', 'dances to the tune of Big Pharma and a small cabal of billionaires', 'dances to the tune of Big Pharma and a small cabal of billionaires', 'centralised authoritarian health system that dances to the tune of Big Pharma']",0.85,1,1,170,"The WHO Has Declared Covid Over but the Real Pandemic Has Just Begun: Iatrogenic C19 ‘Vaccine’ Injury

On the 13th May, the truth will be told around the world...

https://drtesslawrie.substack.com/p/the-who-has-declared-covid-over-but

The experimental covid-19 ‘vaccines’ have caused extreme suffering and loss around the world. This is the reality for countless people and families. Loss of health, well-being, vitality, friends, employment, loved ones and trust in governments and health professionals.

People who have been harmed by the injections are unacknowledged, abandoned and ignored by a centralised authoritarian health system that dances to the tune of Big Pharma and a small cabal of billionaires with massive vested interests.

On Saturday 13th May, there are events happening across the world to highlight the plight of those injured and bereaved by Covid 19 “vaccines”. Many of these events will be live-streamed and anyone watching will see the huge numbers of people affected and those supporting them.

In the UK, where I live, there is an event in London’s Trafalgar Square on the 13th organised by Truth Be Told.

Please don’t despair, there is help available. 

People are fighting back.

The message is getting out despite the intense censorship and it’s up to us to spread the word. 🙏

Learn more:
➨ https://drtesslawrie.substack.com/p/the-who-has-declared-covid-over-but

📌 Follow:
➨ @DrTessLawrie"
2372,llm_2373,"['Ancient Intergalactic Battle for Supremacy', 'Ancient Intergalactic Battle for Supremacy', 'Ancient Intergalactic Battle for Supremacy', 'Ancient Intergalactic Battle for Supremacy']","['The Reptilian Hypothesis', 'Reptilian Hypothesis', 'Reptilian Hypothesis', 'The Reptilian Hypothesis']",0.85,1,1,171,"The Reptilian Hypothesis & the Ancient Intergalactic Battle for Supremacy

https://rumble.com/v2voksa-the-reptilian-hypothesis-and-the-ancient-intergalactic-battle-for-supremacy.html"
2232,llm_2233,"['Shoot To Kill || role-play as Israeli commandos targeting Palestinians', 'Shoot To Kill', 'Shoot To Kill', 'Shoot To Kill || role-play as Israeli commandos targeting Palestinians']","['fantasy camp', 'role-play', 'role-play As Israeli Commandos Targeting Palestinians', 'illegal Israeli settlement']",0.85,1,1,172,"In 2018, The Jewish Comedian Jerry Seinfeld And His Family Took Part In A ""Shoot To Kill"" Fantasy Camp In An Illegal Israeli Settlement In The Occupied West Bank, Where Tourists Role-play As Israeli Commandos Targeting Palestinians | TRT World"
2590,llm_2591,"['The escalation of the Israel-Palestine conflict || bomb hospitals', 'bomb hospitals', 'bomb hospitals', 'the escalation of the Israel-Palestine conflict || bomb hospitals']","['the new highway to the Great Reset', 'NEED to', 'NEED to', 'the new highway to the Great Reset']",0.85,1,1,173,"The escalation of the Israel-Palestine conflict (note: this is NOT about Hamas) into both a World War involving Iran & a civil war between Israel & Palestine supporters in Western cities is the new highway to the Great Reset. They NEED to bomb hospitals to achieve this.

https://t.me/robinmg/31112"
2652,llm_2653,"['savage Himar rocket attack', 'savage Himar rocket attack', 'savage Himar rocket attack', 'Himar rocket attack']","[nan, 'western munitions', 'western munitions', nan]",0.85,1,0,174,A savage Himar  rocket attack on Donetsk today which killed 4 women and injured others. A direct hit caused major damage to a school where classrooms were stained with blood. Help us spread the message of what western munitions are doing the the people of Donetsk.  Subscribe  @CafeRevolution   https://www.youtube.com/watch?v=eKP2vzYFeaQ
285,llm_286,"['USA supplied HIMARs attack', 'USA supplied HIMARs attack', 'USA supplied HIMARs attack', 'USA supplied HIMARs attack']","[nan, nan, 'USA weapons', nan]",0.85,1,0,175,"⚡️📣USA weapons used on civilians⚡️📣.      Today Donetsk Firefighters and emergency service workers still (after 24 hours) bravely fighting to put out the fire deep under the ruble of yesterday's purported USA supplied HIMARs attack  by Ukraine forces on a commercial building containing offices, cafe's and shops killing 3 civilians and injuring 4. That's right, USA weapons being used on civilians."
1224,llm_1225,"['Burning Of Christian Churches', 'Burning Of Christian Churches', 'Burning Of Christian Churches', 'Burning Of Christian Churches']","[nan, 'justified', 'justified', nan]",0.85,1,0,176,"Jewish Leader Defends Burning Of Christian Churches

https://archive.is/20210504055614/https://www.telegraph.co.uk/news/worldnews/middleeast/israel/11786802/Burning-of-Christian-churches-in-Israel-justified-far-Right-Jewish-leader-says.html"
2326,llm_2327,"['Israel Jews 911 Conspiracy Truth', '911 Conspiracy Truth', '9/11 conspiracy truth', 'Israel Jews 911 Conspiracy Truth']","[nan, nan, 'Secrets to Escape the Matrix', nan]",0.85,1,0,177,"Occupied Stew Peters Documentary - Israel Jews 911 Conspiracy Truth
https://old.bitchute.com/video/tXvCrbaoYcd1/
https://www.bitchute.com/video/tXvCrbaoYcd1/ 

Backup Link Here:
https://odysee.com/@greatawakening:c/occupied:a

Please Share The World!
🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍
💥FOLLOW AWAKENING NEWS: 
👉 https://t.me/greatawakeningworld
🔗 Secrets to Escape the Matrix: https://greatawakening.io"
160,llm_161,"['destruction of the Al-Aqsa Mosque in Jerusalem', 'destruction of the Al-Aqsa Mosque', 'destruction of the Al-Aqsa Mosque', 'destruction of the Al-Aqsa Mosque']","[nan, 'bring the Messiah', 'in order to bring the Messiah', nan]",0.85,1,0,178,"Argentine president Milei called for the destruction of the Al-Aqsa Mosque in Jerusalem, ""in order to bring the Messiah."" 

Keep always informed
Subscribe to @Intelsky 💫"
386,llm_387,"['will be taken down during Social Media Bridges || forcefully break to save people from themselves', 'taken down during Social Media Bridges || forcefully removed', 'taken down during Social Media Bridges || forcefully removed', 'will be taken down during Social Media Bridges || forcefully break to save people from themselves']","['white hats will forcefully break', 'unintentionally or not', 'unintentionally or not', 'white hats will forcefully break']",0.85,1,1,179,"July 30:

It is becoming more and more glaringly obvious the 2 different tracks in studying Stellar:

1️⃣Those who follow the technology (like we do) and fully understand how IBM and Red Hat completely debunk other people’s frivolous and oft-delusional comments

🔤🔤

2️⃣Those who don’t understand anything at all because they choose to be lazy and not do any research themselves (or are too prideful/brainwashed to study our intel), causing them to abandon all logic



⚠️✔️And this is precisely why all of those other channels will be taken down during Social Media Bridges later (possibly starting as soon as 4-8mo from now) because whether unintentionally or not, they have continued to teach people the wrong intel and misspeak how the QFS is being developed and assets represented. And those following bad intel providers are consequently getting brainwashed by said bad intel… a vicious cycle the white hats will forcefully break to save people from themselves (after certain people continually prove their free will hinders progress) 


⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️
These disinfo and misinfo agents actually prevent declas from happening, so they will be forcefully removed — just like how the crypto and physical bridges are being burnt and destroyed at the right time via ABC + SEP40 + PBFT
https://t.me/QuantumStellarInitiative/26704
https://t.me/QuantumStellarInitiative/10087

 
This is also why those other channels were not endorsed earlier and why Whip’s channel was not endorsed by induspayments and our devs unendorsed him, as Ben confirmed his channel will no longer be given the future “Official” TG title, but instead removed during 🔤🔤🔤🔤🔤🔤 🔤🔤🔤🔤🔤 🅱️🔠🔠🔠🔠🔠🔠
⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️


📱 QSI Channel
📱 Stellar Training"
1768,llm_1769,"['shot dead three times in the head', 'shot dead three times in the head', 'shot dead three times in the head', 'shot dead three times in the head']","[nan, nan, 'assassinated', nan]",0.85,1,0,180,Breaking: presidential candidate shot dead three times in the head. He was a truth teller and a hero. Ecuador. https://twitter.com/unhealthytruth/status/1689440324010090496?s=46&t=Cpr2mFuCWYjOkGJGJZwFfQ
342,llm_343,"['The Entire Medical Field Was Fabricated || All Diseases Were Fabricated By Them', 'destroy your LIGHT body', 'destroy your LIGHT body', 'The Entire Medical Field Was Fabricated || All Diseases Were Fabricated By Them']","['Inside The Matrix', 'fabricated', 'Their Game Inside The Matrix', 'Inside The Matrix']",0.85,1,1,181,"The Entire Medical Field Was Fabricated. It's Their Game Inside The Matrix.

If They Lied About COVID-19 Why Would You Believe They Can Check Blood Or DNA? 

All Diseases Were Fabricated By Them, because The Matrix Was A Documentary. 

They want to destroy your LIGHT body. 
Watch Cyrus Parsa - Al The Plan To Invade Humanity.

John F Kennedy Jr.
19th Vice President

WWG1WGA 💞🌹🕊🌍💫

https://memetrunk.com/jfk-jr/post/the-entire-medical-field-was-fabricated-it-s-their-game-inside-the-matrix-B31VQpZszUwx5rK"
36,llm_37,"['a man punched a woman', 'a man punched a woman', 'punched a woman', 'a man punched a woman']","['a man pretending to be a woman', 'pretending to be a woman', 'pretending to be a woman', 'a man pretending to be a woman']",0.85,1,1,182,"Angela Carini gave up on her attempt for the welterweight title after 46 seconds, when she couldn’t withstand punches to the face by Imane Khelif (a man pretending to be a woman). 

Imane was declared the winner. 

Just so we’re clear, a man punched a woman and millions of people around the world cheered, including the LGBTQ hacks who hate reality. 

What should happen?"
432,llm_433,"['COVID-19 Vaccine Safety Study || 278,000 Associated COVID Vaccine Deaths', 'COVID Vaccine Deaths', 'COVID Vaccine Deaths', 'COVID-19 Vaccine Safety Study || 278,000 Associated COVID Vaccine Deaths']","[nan, 'Associated', 'Associated', nan]",0.85,1,0,183,"New Bombshell COVID-19 Vaccine Safety Study Finds 278,000 Associated COVID Vaccine Deaths Within 1st Year Of Rollout

WLNS 6 News

Join @DrDavidMartin"
546,llm_547,"[""limit humanity in their creative endeavors || Creating due dates, a 9-5 workday, weekends off || preoccupying humanity's time with sports, entertainment, alcohol(al-khul) and television"", 'enslavement', 'enslavement || due dates, a 9-5 workday, weekends off || sports, entertainment, alcohol, and television', ""limit humanity in their creative endeavors || Creating due dates, a 9-5 workday, weekends off || preoccupying humanity's time with sports, entertainment, alcohol(al-khul) and television""]","['their design', 'ultimate control', 'by their design', 'their design']",0.85,1,1,184,"The illusion of time was used to limit humanity in their creative endeavors. With over 26,000 years of enslavement, time was the Reptilians ultimate control. Creating due dates, a 9-5 workday, weekends off. Preoccupying humanity's time with sports, entertainment, alcohol(al-khul) and television. It was by their design, spend time looking over there and not over here - everything was connected to pedophilia controlled by Reptilians and Operation Paperclip. Time, just like religions, money & suffering was their means of control. 

The 'root' (think Chakra) is where they locked humanity with nanites. Keeping yourself fighting an Invisible Enemy, implanting thoughts directly into your mind with their technology. A perfect example, is a mirror - used as a portal to 'see' you and transmit thoughts, not a coincidence a mirror is to see one's reflection. 

Connect the dots, the next thought isn't your own. 

The world is about to change with higher levels of 'consciousness' what we refer to as 5D. 

It's time the world stands up and fights back. 

My fellow Americans, the Storm is upon US.....

John F Kennedy Jr.
19th Vice President

WWG1WGA 💞🌹🕊🌍💫

https://memetrunk.com/jfk-jr/post/the-illusion-of-time-was-used-to-limit-humanity-in-their-creative-6hGWlxETtjfd8dg"
565,llm_566,"['push the use of this technology', 'push the use of this technology', 'push the use of this technology', 'push the use of this technology']","[nan, 'inherently unethical and dangerous', 'inherently unethical and dangerous', nan]",0.85,1,0,185,"Genetic vaccines that employ gene therapy or use plasmids are inherently unethical and dangerous!! 

We must not allow them to continue to push the use of this technology!"
1491,llm_1492,"[""are now trying to tell you we're all going to die of climate change"", 'abolish freedom, democracy and the rule of law', 'abolish freedom, democracy and the rule of law', ""are now trying to tell you we're all going to die of climate change""]","['lied to you about Covid', 'Nothing they tell us we need to do to save the planet will actually save the planet', 'Nothing they tell us we need to do to save the planet will actually save the planet', 'lied to you about Covid']",0.85,1,1,186,"German MEP Christine Anderson: The same people who lied to you about Covid ""are now trying to tell you we're all going to die of climate change"".

""We are not... Nothing they tell us we need to do to save the planet will actually save the planet... but it will abolish freedom, democracy and the rule of law."""
729,llm_730,"['pushed the Covid shot, pushed lockdowns, pushed all of the rhetoric', 'died suddenly', 'died suddenly || died of turbo cancer', 'pushed the Covid shot, pushed lockdowns, pushed all of the rhetoric']","['it couldn’t have been the vaccines though', ""it couldn't have been the vaccines"", 'it is a coincidence', 'it couldn’t have been the vaccines though']",0.85,1,1,187,"🚨‼️‼️Breaking: another CNN news  and political commentator dies suddenly. 

Alice Stewart pushed the Covid shot, pushed lockdowns, pushed all of the rhetoric and proudly announced. She was fully vaccinated. Publicly.


Alice Stewart was in phenomenal shape and extremely fit and athletic and Jake Tapper and all the other say they are in utter shock. 


Gee. It couldn’t have been the vaccines though because we know they are safe and effective and it is a coincidence that 20 million have already died suddenly or died of turbo cancer Since they got them.

I wonder how many more are going to die suddenly at CNN because I can barely keep up. Rest in peace.

PS if you got any of the shots, please for the love of God do a detox so you don’t  end up like Alice."
2533,llm_2534,"['Seize Global ‘Emergency’ Powers', 'seize Global ‘Emergency’ Powers', 'seize Global ‘Emergency’ Powers', 'Seize Global ‘Emergency’ Powers']","[nan, 'indefinite-emergency-powers', 'indefinite-emergency-powers', nan]",0.85,1,0,188,"The U.N. Is Planning To Seize Global ‘Emergency’ Powers With Biden’s Support

The proposal might be the biggest attempted power grab in the history of the United Nations. If approved, the United States as we know it could cease to exist.

https://thepeoplesvoice.tv/un-demands-indefinite-emergency-powers-in-the-event-of-complex-global-shocks/

⏯ @RealWorldNewsChannel
✳️ @RealWorldNewsChat"
1779,llm_1780,"['Storm Shadow missile strikes deep into Russia', 'Storm Shadow missile strikes', 'Storm Shadow missile strikes', 'Storm Shadow missile strikes deep into Russia']","['Washington controls the trigger', 'orchestration', 'orchestration', 'Washington controls the trigger']",0.85,1,1,189,"Storm Shadows Over Russia: How the West Provokes Conflict While Preaching Peace.

The U.S. has authorized Storm Shadow missile strikes deep into Russia, exposing NATO's true nature as an offensive tool for American hegemony. Despite British manufacturing, Washington controls the trigger, proving Putin's assertion of U.S. orchestration. This hypocrisy stokes global instability, as Western powers destabilize sovereign states while cloaking aggression in the guise of defense.

Full Article here

t.me/ForeignAgentIntel"
